# Source: https://www.ensie.nl/medische-eponiemen
# Columns: slug<TAB>title
pestvaccin-van-otten	pestvaccin van Otten
peter-pan-syndroom	Peter Pan-syndroom
petrischaal	petrischaal
pezzer-catheter	Pezzer-catheter
pick-cellen	Pick-cellen
pickwick-syndroom	Pickwick-syndroom
pillulae-blaudii	pillulae Blaudii
pincus-pil	Pincus-pil
pinel-systeem	Pinel-systeem
pirquet-reactie	Pirquet-reactie
placido-schijf	Placido-schijf
plaques-van-peyer	plaques van Peyer
platen-van-stilling	platen van Stilling
plexus-van-auerbach	plexus van Auerbach
plexus-van-hyrtl	plexus van Hyrtl
plexus-van-meissner	plexus van Meissner
plooi-van-guerin	plooi van Guérin
politzer-luchtdouche	Politzer-luchtdouche
polya-operatie	Polya-operatie
pons-tarini	pons Tarini
pons-varoli	pons Varoli
pornografie	pornografie
potio-huchard	potio Huchard
potio-riveri	potio Riveri
pott-bochel	Pott-bochel
pottertje	pottertje
priapisme	priapisme
priessnitz-verband	Priessnitz-verband
prinzmetal-angina	Prinzmetal-angina
processus-folianus	processus Folianus
proef-van-donath-landsteiner	proef van Donath-Landsteiner
proef-van-eijkman	proef van Eijkman
proef-van-gelle	proef van Gellé
proef-van-queckenstedt	proef van Queckenstedt
proef-van-rinne	proef van Rinne
proef-van-rivalta	proef van Rivalta
proef-van-schwabach	proef van Schwabach
proef-van-weber	proef van Weber
proteus	Proteus
proteus-rettgeri	Proteus rettgeri
prurigo-hebra	prurigo Hebra
pseudo-syndroom-van-conn	pseudo-syndroom van Conn
pseudopelade-van-brocq	pseudopelade van Brocq
pseudosclerose-van-westphal-struempell	pseudosclerose van Westphal-Strümpell
pseudotyfus-van-deli	pseudotyfus van Deli
psyche	psyche
pukall-filter	Pukall-filter
pulvus-doven	pulvus Doven
punt-van-boas	punt van Boas
punt-van-macbumey	punt van MacBumey
purkinje-cellen	Purkinje-cellen
purpura-van-henoch	purpura van Henoch
quetelet-index	Quetelet-index
quick-one-stage-method	Quick one-stage method
quincke-oedeem	Quincke-oedeem
rauwolfia-serpentina	Rauwolfia serpentina
reactie-van-casoni	reactie van Casoni
reactie-van-dick	reactie van Dick
reactie-van-guthrie	reactie van Guthrie
reactie-van-herxheimer-jarisch	reactie van Herxheimer-Jarisch
reactie-van-hijmans-van-den-bergh	reactie van Hijmans van den Bergh
reactie-van-jarisch-herxheimer	reactie van Jarisch-Herxheimer
reactie-van-kolmer	reactie van Kolmer
reactie-van-mantoux	reactie van Mantoux
reactie-van-nelson	reactie van Nelson
reactie-van-nonne-apelt	reactie van Nonne-Apelt
reactie-van-obermayer	reactie van Obermayer
reactie-van-pandy	reactie van Pandy
reactie-van-paul-bunnell	reactie van Paul-Bunnell
reactie-van-prausnitz-kuestner	reactie van Prausnitz-Küstner
reactie-van-schick	reactie van Schick
reactie-van-schlesinger	reactie van Schlesinger
reactie-van-schultz-dale	reactie van Schultz-Dale
reactie-van-voges-proskauer	reactie van Voges-Proskauer
reactie-van-watson-schwartz	reactie van Watson-Schwartz
reactie-van-weil-felix	reactie van Weil-Felix
reactie-van-weinberg	reactie van Weinberg
reactie-van-widal	reactie van Widal
reacties-van-meinicke	reacties van Meinicke
reaumur-thermometer	Réaumur-thermometer
receptaculum-pecqueti	receptaculum Pecqueti
redia	Redia
redon-drain	Redon-drain
reed-sternberg-cel	Reed-Sternberg-cel
reflex-van-babinski	reflex van Babinski
reflex-van-bainbridge	reflex van Bainbridge
reflex-van-chaddock	reflex van Chaddock
reflex-van-hoffmann-troemner	reflex van Hoffmann-Trömner
reflex-van-leri	reflex van Léri
reflex-van-mayer	reflex van Mayer
reflex-van-mendel-bechterew	reflex van Mendel-Bechterew
reflex-van-moro	reflex van Moro
reflex-van-pawlow	reflex van Pawlow
reflex-van-rossolimo	reflex van Rossolimo
reflex-van-schaffer	reflex van Schaffer
reinke-oedeem	Reinke-oedeem
rhesusfactor	rhesusfactor
richter-hemia	Richter-hemia
rickettsiose	rickettsiose
rieux-hemia	Rieux-hemia
rindfleisch-plooi	Rindfleisch-plooi
ring-van-bandl	ring van Bandl
ring-van-waldeyer	ring van Waldeyer
ringer-oplossing	Ringer-oplossing
robinson-power-keppler-test	Robinson-Power-Keppler-test
rochalimea-quintana	Rochalimea quintana
rochellezout	rochellezout
rocky-mountain-spotted-fever	Rocky Mountain spotted fever
roentgenstralen	röntgenstralen
romanowsky-kleuring	Romanowsky-kleuring
roonhuysiaans-geheim	Roonhuysiaans geheim
rorschach-test	Rorschach-test
rosenthal-factor	Rosenthal-factor
rous-sarcoom	Rous-sarcoom
roux-anastomose	Roux-anastomose
roux-kleuring	Roux-kleuring
ruit-van-michaelis	ruit van Michaelis
rutherford	rutherford
rye-classificatie	Rye-classificatie
sabin-vaccin	Sabin-vaccin
sabouraud-voedingsbodem	Sabouraud-voedingsbodem
sadisme	sadisme
saffisme	saffisme
sahli-getal	Sahli-getal
salk-vaccin	Salk-vaccin
salmonella	Salmonella-
salmonella-schottmuelleri	Salmonella-schottmülleri
sanarelli-fenomeen	Sanarelli-fenomeen
sanarelli-virus	Sanarelli-virus
sandstroem-iichaampjes	Sandström-Iichaampjes
sandwichbehandeling	sandwichbehandeling
sanjoaquin-valley-fever	Sanjoaquin Valley fever
santorini-ductus	Santorini, ductus
sapphismus	sapphismus
saturnismus	saturnismus
satyriasis	satyriasis
savary-bougie	Savary-bougie
schatzki-ring	Schatzki-ring
schenckii-sporothrix	schenckii, Sporothrix
schilling-test	Schilling-test
schimmelbusch-trommel	Schimmelbusch-trommel
schioetz-tonometer	Schiötz-tonometer
schirmer-test	Schirmer-test
schmorl-knoetchen	Schmorl-Knötchen
schoenleinii-trichophyton-achorion	schoenleinii, Trichophyton (achorion)
schouderverband-van-velpeau	schouderverband van Velpeau
schueffner-korreling	Schüffner-korreling
schueller-projectie	Schüller-projectie
schultz-charlton-fenomeen	Schultz-Charlton-fenomeen
schwannoom	schwannoom
scopolamine	scopolamine
scribner-shunt	Scribner-shunt
sectio-caesarea	sectio caesarea
seignettezout	seignettezout
seitz-filter	Seitz-filter
seitz-hamer	Seitz-hamer
seldinger-angiografie	Seldinger-angiografie
sellink-methode	Sellink-methode
semmelweis-methode	Semmelweis-methode
sendai-virus	Sendai-virus
serendipiteit	serendipiteit
serratia	Serratia
sertoli-cellen	Sertoli-cellen
serum-van-von-behring	serum van von Behring
sharpey-vezels	Sharpey-vezels
shigella	Shigella
shrapnel-membraan	Shrapnel-membraan
shwartzman-reactie	Shwartzman-reactie
siebold-perforatorium	Siebold-perforatorium
siegesmundin-dubbele-handgreep-van	Siegesmundin, dubbele handgreep van
signe-de-musset	signe de Musset
simmondse-cachexic	Simmondse cachexic
sims-speculum	Sims-speculum
sint-vitusdans	sint-vitusdans
sinus-valsalvae	sinus Valsalvae
sippy-kuur	Sippy-kuur
sirenomelie	sirenomelie
sister-joseph-s-nodule	sister Joseph’s nodule
skenitis	skenitis
slagader-van-neubauer	slagader van Neubauer
smith-fenomeen	Smith-fenomeen
smith-fractuur	Smith-fractuur
sodomie	sodomie
solutio-lugoli	solutio Lugoli
somnambulisme	somnambulisme
somogyi-effect	Somogyi-effect
sonde-van-babcock	sonde van Babcock
sonde-van-metras	sonde van Métras
spalk-van-boehler	spalk van Böhler
spcculum-helmontii	spcculum Helmontii
speculum-van-mayer	speculum van Mayer
sphincter	sphincter
spier-van-albinus	spier van Albinus
spier-van-riolan	spier van Riolan
spijkerbalsem	spijkerbalsem
spiralen-van-curschmann	spiralen van Curschmann
sprengel-deformiteit	Sprengel-deformiteit
st-louis-encephalitis	St. Louis-encephalitis
stellulae-verheynii	stellulae Verheynii
stelreflex-van-magnus-en-de-kleyn	stelreflex van Magnus en De Kleyn
stendhal-syndroom	Stendhal-syndroom
sternberg-reed-reuzencel	Sternberg-Reed-reuzencel
stipriaantje	stipriaantje
strontium	strontium
struma-van-riedel	struma van Riedel
stuart-prower-factor	Stuart-Prower-factor
sudeck-botatrofie	Sudeck-botatrofie
suikersteek-van-claude-bernard	suikersteek van Claude Bernard
sumatraanse-mijtenkoorts	Sumatraanse mijtenkoorts
svedberg-eenheid	Svedberg-eenheid
swan-ganz-catheter	Swan-Ganz-catheter
swiss-type-agammaglobulinemia	Swiss-type agammaglobulinemia
syfilis	syfilis
syme-amputatie	Syme-amputatie
symptoom-van-auenbrugger	symptoom van Auenbrugger
symptoom-van-bragard	symptoom van Bragard
symptoom-van-broadbent	symptoom van Broadbent
symptoom-van-lasegue	symptoom van Lasègue
symptoom-van-loewi	symptoom van Loewi
symptoom-van-nothnagel	symptoom van Nothnagel
symptoom-van-oliver-cardarelli	symptoom van Oliver-Cardarelli
symptoom-van-pardee	symptoom van Pardee
symptoom-van-piskacek	symptoom van Piskacek
symptoom-van-riesman	symptoom van Riesman
symptoom-van-romana	symptoom van Romana
symptoom-van-rumpel-leede	symptoom van Rumpel-Leede
symptoom-van-sicur	symptoom van Sicur
symptoom-van-uhthoff	symptoom van Uhthoff
symptoom-van-von-graefe	symptoom van von Graefe
syndroom-van-abt-siwe-letterer	syndroom van Abt-Siwe-Letterer
syndroom-van-adie	syndroom van Adie
syndroom-van-allen-masters	syndroom van Allen-Masters
syndroom-van-alport	syndroom van Alport
syndroom-van-apert	syndroom van Apert
syndroom-van-argonz-del-castillo	syndroom van Argonz-del Castillo
syndroom-van-arnold-chiari	syndroom van Arnold-Chiari
syndroom-van-barrett	syndroom van Barrett
syndroom-van-bartter	syndroom van Bartter
syndroom-van-bicmond	syndroom van Bicmond
syndroom-van-bing-horton	syndroom van Bing-Horton
syndroom-van-boerhaave	syndroom van Boerhaave
syndroom-van-bonnevie-ullrich	syndroom van Bonnevie-Ullrich
syndroom-van-bourneville-pringle	syndroom van Bourneville-Pringle
syndroom-van-brown-sequard	syndroom van Brown-Séquard
syndroom-van-buchem	syndroom van Buchem
syndroom-van-budd-chiari	syndroom van Budd-Chiari
syndroom-van-burnett	syndroom van Burnett
syndroom-van-caplan	syndroom van Caplan
syndroom-van-chediak-higashi	syndroom van Chediak-Higashi
syndroom-van-chiari-frommel	syndroom van Chiari-Frommel
syndroom-van-chilaiditi	syndroom van Chilaiditi
syndroom-van-churg-strauss	syndroom van Churg-Strauss
syndroom-van-claude	syndroom van Claude
syndroom-van-coats	syndroom van Coats
syndroom-van-cogan	syndroom van Cogan
syndroom-van-conn	syndroom van Conn
syndroom-van-cornelia-de-lange	syndroom van Cornelia de Lange
syndroom-van-couvelaire	syndroom van Couvelaire
syndroom-van-creutzfeldt-jakob	syndroom van Creutzfeldt-Jakob
syndroom-van-crigler-najjar	syndroom van Crigler-Najjar
syndroom-van-cronkhite-canada	syndroom van Cronkhite-Canada
syndroom-van-crouzon	syndroom van Crouzon
syndroom-van-curschmann-batten-steinert	syndroom van Curschmann-Batten-Steinert
syndroom-van-de-toni-debre-fanconi	syndroom van De Toni-Debré-Fanconi
syndroom-van-debre-semelaigne	syndroom van Debré-Semelaigne
syndroom-van-digeorge	syndroom van DiGeorge
syndroom-van-diguglielmo	syndroom van DiGuglielmo
syndroom-van-donohue	syndroom van Donohue
syndroom-van-down	syndroom van Down
syndroom-van-dressier	syndroom van Dressier
syndroom-van-dubin-johnson	syndroom van Dubin-Johnson
syndroom-van-eaton-lambert-rooke	syndroom van Eaton-Lambert-Rooke
syndroom-van-ebstein	syndroom van Ebstein
syndroom-van-ehlers-danlos	syndroom van Ehlers-Danlos
syndroom-van-ellis-van-creveld	syndroom van Ellis-Van Creveld
syndroom-van-felty	syndroom van Felty
syndroom-van-foelling-foliing	syndroom van Fölling (FølIing)
syndroom-van-forbes-albright	syndroom van Forbes-Albright
syndroom-van-foville	syndroom van Foville
syndroom-van-fox-fordyce	syndroom van Fox-Fordyce
syndroom-van-froehlich	syndroom van Fröhlich
syndroom-van-ganser	syndroom van Ganser
syndroom-van-gardner	syndroom van Gardner
syndroom-van-gilbert	syndroom van Gilbert
syndroom-van-gilles-de-la-tourette	syndroom van Gilles de la Tourette
syndroom-van-glanzmann	syndroom van Glanzmann
syndroom-van-godfried-prick-carol-prakken	syndroom van Godfried-Prick-Carol-Prakken
syndroom-van-goodpasture	syndroom van Goodpasture
syndroom-van-gordon	syndroom van Gordon
syndroom-van-gougerot	syndroom van Gougerot
syndroom-van-gradenigo	syndroom van Gradenigo
syndroom-van-hamman-rich	syndroom van Hamman-Rich
syndroom-van-harris	syndroom van Harris
syndroom-van-heerfordt	syndroom van Heerfordt
syndroom-van-holmes-adie	syndroom van Holmes-Adie
syndroom-van-horner	syndroom van Horner
syndroom-van-horton-magath-brown	syndroom van Horton-Magath-Brown
syndroom-van-hunt	syndroom van Hunt
syndroom-van-hurler	syndroom van Hurler
syndroom-van-jervell-lange-nielsen	syndroom van Jervell-Lange-Nielsen
syndroom-van-jonxis	syndroom van Jonxis
syndroom-van-kallmann	syndroom van Kallmann
syndroom-van-kartagener	syndroom van Kartagener
syndroom-van-kasabach-merritt	syndroom van Kasabach-Merritt
syndroom-van-kelly-paterson	syndroom van Kelly-Paterson
syndroom-van-kimmelstiel-wilson	syndroom van Kimmelstiel-Wilson
syndroom-van-klinefelter	syndroom van Klinefelter
syndroom-van-klippel-feil	syndroom van Klippel-Feil
syndroom-van-koehler	syndroom van Köhler
syndroom-van-korsakoff	syndroom van Korsakoff
syndroom-van-laurence-moon-biedl	syndroom van Laurence-Moon-Biedl
syndroom-van-lennox	syndroom van Lennox
syndroom-van-leriche	syndroom van Leriche
syndroom-van-lesch-nyhan	syndroom van Lesch-Nyhan
syndroom-van-libman-sacks	syndroom van Libman-Sacks
syndroom-van-lignac-fanconi	syndroom van Lignac-Fanconi
syndroom-van-loeffler	syndroom van Löffler
syndroom-van-loefgren	syndroom van Löfgren
syndroom-van-lorain	syndroom van Lorain
syndroom-van-lyell	syndroom van Lyell
syndroom-van-macleod	syndroom van MacLeod
syndroom-van-mafucci	syndroom van Mafucci
syndroom-van-mallory-weiss	syndroom van Mallory-Weiss
syndroom-van-marfan	syndroom van Marfan
syndroom-van-mayer-rokitansky-kuester	syndroom van Mayer-Rokitansky-Küster
syndroom-van-meigs	syndroom van Meigs
syndroom-van-melkersson-rosenthal	syndroom van Melkersson-Rosenthal
syndroom-van-mendelson	syndroom van Mendelson
syndroom-van-mendes-da-costa-1	syndroom van Mendes da Costa (1)
syndroom-van-mendes-da-costa-1i	syndroom van Mendes da Costa (1I)
syndroom-van-menkes	syndroom van Menkes
syndroom-van-millard-gubler	syndroom van Millard-Gubler
syndroom-van-minkowski-chauffard	syndroom van Minkowski-Chauffard
syndroom-van-minor	syndroom van Minor
syndroom-van-moebius	syndroom van Möbius
syndroom-van-morquio-brailsford	syndroom van Morquio-Brailsford
syndroom-van-mulock-houwer	syndroom van Mulock Houwer
syndroom-van-murk-jansen	syndroom van Murk Jansen
syndroom-van-nelson	syndroom van Nelson
syndroom-van-nielsen	syndroom van Nielsen
syndroom-van-noonan	syndroom van Noonan
syndroom-van-ogilvie	syndroom van Ogilvie
syndroom-van-ondine	syndroom van Ondine
syndroom-van-opitz	syndroom van Opitz
syndroom-van-ormond	syndroom van Ormond
syndroom-van-parkes-weber	syndroom van (Parkes) Weber
syndroom-van-pasqualini	syndroom van Pasqualini
syndroom-van-pendred	syndroom van Pendred
syndroom-van-pepper	syndroom van Pepper
syndroom-van-peutz	syndroom van Peutz
syndroom-van-pfaundler-hurler	syndroom van Pfaundler-Hurler
syndroom-van-piek	syndroom van Piek
syndroom-van-prader-willi	syndroom van Prader-Willi
syndroom-van-reifenstein	syndroom van Reifenstein
syndroom-van-reye	syndroom van Reye
syndroom-van-riley-day	syndroom van Riley-Day
syndroom-van-robin	syndroom van Robin
syndroom-van-romano-ward	syndroom van Romano-Ward
syndroom-van-rotor	syndroom van Rotor
syndroom-van-sanfilippo	syndroom van Sanfilippo
syndroom-van-schmidt	syndroom van Schmidt
syndroom-van-schwartz-bartter	syndroom van Schwartz-Bartter
syndroom-van-selye	syndroom van Selye
syndroom-van-sezary	syndroom van Sézary
syndroom-van-sheehan	syndroom van Sheehan
syndroom-van-shwachman	syndroom van Shwachman
syndroom-van-shy-drager	syndroom van Shy-Drager
syndroom-van-sipple	syndroom van Sipple
syndroom-van-sjoegren	syndroom van Sjögren
syndroom-van-stein-leventhal	syndroom van Stein-Leventhal
syndroom-van-stevens-johnson	syndroom van Stevens-Johnson
syndroom-van-stewart-treves	syndroom van Stewart-Treves
syndroom-van-stokvis-talma	syndroom van Stokvis-Talma
syndroom-van-sturge-weber	syndroom van Sturge-Weber
syndroom-van-sweet	syndroom van Sweet
syndroom-van-takayasu	syndroom van Takayasu
syndroom-van-taussig-bing	syndroom van Taussig-Bing
syndroom-van-thibierge-weissenbach	syndroom van Thibierge-Weissenbach
syndroom-van-tietze	syndroom van Tietze
syndroom-van-turner	syndroom van Turner
syndroom-van-ullrich-turner	syndroom van Ullrich-Turner
syndroom-van-usher	syndroom van Usher
syndroom-van-van-der-hoeve	syndroom van Van der Hoeve
syndroom-van-vemer-morrison	syndroom van Vemer-Morrison
syndroom-van-vernet	syndroom van Vernet
syndroom-van-vogt-koyanagi	syndroom van Vogt-Koyanagi
syndroom-van-vrolik	syndroom van Vrolik
syndroom-van-waardenburg	syndroom van Waardenburg
syndroom-van-wallenberg	syndroom van Wallenberg
syndroom-van-waterhouse-friderichsen	syndroom van Waterhouse-Friderichsen
syndroom-van-weber	syndroom van Weber
syndroom-van-wemicke	syndroom van Wemicke
syndroom-van-werner	syndroom van Werner
syndroom-van-wiskott-aldrich	syndroom van Wiskott-Aldrich
syndroom-van-wolff-parkinson-white	syndroom van Wolff-Parkinson-White
syndroom-van-zieve	syndroom van Zieve
syndroom-van-zollinger-ellison	syndroom van Zollinger-Ellison
syringomyelie	syringomyelie
syrinx	Syrinx
szondi-test	Szondi-test
tang-van-naegele	tang van Naegele
tang-van-palfijn	tang van Palfijn
tang-van-simpson	tang van Simpson
tangier-ziekte	Tangier-ziekte
tarantisme	tarantisme
tastlichaampje-van-merkel	tastlichaampje van Merkel
teken-van-brudzinski	teken van Brudzinski
teken-van-chadwick	teken van Chadwick
teken-van-chvostek	teken van Chvostek
teken-van-comby	teken van Comby
teken-van-courvoisier	teken van Courvoisier
teken-van-dalrymple	teken van Dalrymple
teken-van-homans	teken van Homans
teken-van-jacquemier	teken van Jacquemier
teken-van-joffroy	teken van Joffroy
teken-van-kernig	teken van Kernig
teken-van-lhermitte	teken van Lhermitte
teken-van-romberg	teken van Romberg
teken-van-stellwag	teken van Stellwag
teken-van-trousseau	teken van Trousseau
telkamer-van-tuerk	telkamer van Türk
test-van-bourdon	test van Bourdon
test-van-tiffenau	test van Tiffenau
tetralogie-van-fallot	tetralogie van Fallot
texas-koorts	Texas-koorts
thanatologie	thanatologie
thiersch-plastiek	Thiersch-plastiek
thomas-pessarium	Thomas-pessarium
thomas-spalk	Thomas-spalk
thorn-test	Thorn-test
toestel-van-potain	toestel van Potain
toeter-van-pinard	toeter van Pinard
torcular-herophili	torcular Herophili
toti-operatie	Toti-operatie
transplantatie-volgens-reverdin	transplantatie volgens Reverdin
treponema-vincentii	Treponema vincentii
treves-hernia	Treves-hernia
trias-van-hutchinson	trias van Hutchinson
trias-van-luciani	trias van Luciani
trias-van-merseburg	trias van Merseburg
trias-van-whipple	trias van Whipple
trigonum-lieutaudi	trigonum Lieutaudi
trigonum-petiti	trigonum Petiti
trigonum-scarpae	trigonum Scarpae
tripus-halleri	tripus Halleri
trypanosoma-gambiense	Trypanosoma gambiense
tsutsugamushi-theileria	tsutsugamushi, Theileria
tuba-eustachii	tuba Eustachii
tuba-fallopii	tuba Fallopii
tularemie	tularemie
tunica-ruyschiana	tunica Ruyschiana
tyndall-effect	Tyndall-effect
typhoid-mary	typhoid Mary
tysonitis	tysonitis
uranoschisis	uranoschisis
ureumbepaling-volgens-van-slyke	ureumbepaling volgens Van Slyke
valeriaan	valeriaan
valvula-heisteri	valvula Heisteri
valvula-tulpi	valvula Tulpi
van-gieson-kleuring	Van Gieson-kleuring
veiels-waswater	Veiels waswater
verlamming-van-bell	verlamming van Bell
veronal	Veronal
verruca-peruviana	verruca peruviana
vetklomp-van-bichat	vetklomp van Bichat
vezels-van-schroeder-van-der-kolk	vezels van Schroeder van der Kolk
vibrio-eltor	Vibrio eltor
vibrio-ogawa	Vibrio ogawa
vleugelnaald-van-strauss	vleugelnaald van Strauss
vloeistof-van-locke	vloeistof van Locke
vloeistof-van-tyrode	vloeistof van Tyrode
voedingsbodem-van-avery	voedingsbodem van Avery
voedingsbodem-van-loewenstein	voedingsbodem van Löwenstein
voetzoolreflex-volgens-struempell	voetzoolreflex volgens Strümpell
volkmann-misvorming	Volkmann-misvorming
volt	volt
von-hippel-lindau-syndroom	von Hippel-Lindau-syndroom
von-kupffer-cellen	von Kupffer-cellen
waaler-rose-test	Waaler-Rose-test
walther-kanalen	Walther-kanalen
wangensteen-drainage	Wangensteen-drainage
warren-shunt	Warren-shunt
wassermann-reactie	Wassermann-reactie
watt	watt
wermer	Wermer
wet-van-dubois-reymond	wet van DuBois-Reymond
wet-van-sherrington	wet van Sherrington
wet-van-starling	wet van Starling
whartonitis	whartonitis
whitfield-zalf	Whitfield-zalf
wilms-tumor	Wilms-tumor
woldraden-van-holmgren	woldraden van Holmgren
wolhynia-koorts	Wolhynia-koorts
wuchereria	Wuchereria
wybertje	wybertje
zakje-van-rathke	zakje van Rathke
zanderen	zanderen
zenker-divertikel	Zenker-divertikel
ziekte-van-albers-schoenberg	ziekte van Albers-Schönberg
ziekte-van-albright	ziekte van Albright
ziekte-van-alibert	ziekte van Alibert
ziekte-van-alzheimer	ziekte van Alzheimer
ziekte-van-andrews	ziekte van Andrews
ziekte-van-ayerza	ziekte van Ayerza
ziekte-van-bang	ziekte van Bang
ziekte-van-banti	ziekte van Banti
ziekte-van-basedow	ziekte van Basedow
ziekte-van-bazin	ziekte van Bazin
ziekte-van-bechterew	ziekte van Bechterew
ziekte-van-behget	ziekte van Behget
ziekte-van-besnier-boeck-schaumann	ziekte van Besnier-Boeck-Schaumann
ziekte-van-biermer	ziekte van Biermer
ziekte-van-bouillaud	ziekte van Bouillaud
ziekte-van-bouveret	ziekte van Bouveret
ziekte-van-bowen	ziekte van Bowen
ziekte-van-bretonneau	ziekte van Bretonneau
ziekte-van-bright	ziekte van Bright
ziekte-van-brill-symmers	ziekte van Brill-Symmers
ziekte-van-brill-zinsser	ziekte van Brill-Zinsser
ziekte-van-buerger	ziekte van Buerger
ziekte-van-calve-legg-perthes	ziekte van Calvé-Legg-Perthes
ziekte-van-carrion	ziekte van Carrion
ziekte-van-crohn	ziekte van Crohn
ziekte-van-cruveilhier-von-baumgarten	ziekte van Cruveilhier-von Baumgarten
ziekte-van-darier	ziekte van Darier
ziekte-van-de-quervain	ziekte van De Quervain
ziekte-van-dercum	ziekte van Dercum
ziekte-van-duchenne	ziekte van Duchenne
ziekte-van-duhring	ziekte van Duhring
ziekte-van-durand-nicolas-favre	ziekte van Durand-Nicolas-Favre
ziekte-van-dutton	ziekte van Dutton
ziekte-van-eales	ziekte van Eales
ziekte-van-gaisboeck	ziekte van Gaisböck
ziekte-van-gaucher	ziekte van Gaucher
ziekte-van-gee-herter	ziekte van Gee-Herter
ziekte-van-graves	ziekte van Graves
ziekte-van-guillain-barre	ziekte van Guillain-Barré
ziekte-van-haglund	ziekte van Haglund
ziekte-van-hagner	ziekte van Hagner
ziekte-van-hallopeau	ziekte van Hallopeau
ziekte-van-hand-schiiller-christian	ziekte van Hand-Schiiller-Christian
ziekte-van-heine-medin	ziekte van Heine-Medin
ziekte-van-hirschsprung	ziekte van Hirschsprung
ziekte-van-hodgkin	ziekte van Hodgkin
ziekte-van-jaffe-lichtenstein	ziekte van Jaffé-Lichtenstein
ziekte-van-jaksch-hayem	ziekte van Jaksch-Hayem
ziekte-van-juengling	ziekte van Jüngling
ziekte-van-kahler	ziekte van Kahler
ziekte-van-kawasaki	ziekte van Kawasaki
ziekte-van-kienboeck	ziekte van Kienböck
ziekte-van-landouzy-dejerinc	ziekte van Landouzy-Déjerinc
ziekte-van-larsen-johansson	ziekte van Larsen-Johansson
ziekte-van-leber	ziekte van Leber
ziekte-van-leiner	ziekte van Leiner
ziekte-van-little	ziekte van Little
ziekte-van-lobstein	ziekte van Lobstein
ziekte-van-majocchi	ziekte van Majocchi
ziekte-van-marchiafava-micheli	ziekte van Marchiafava-Micheli
ziekte-van-menetrier	ziekte van Ménétrier
ziekte-van-meniere	ziekte van Ménière
ziekte-van-milkman	ziekte van Milkman
ziekte-van-milroy	ziekte van Milroy
ziekte-van-mitchell	ziekte van Mitchell
ziekte-van-moeller-barlow	ziekte van Moeller-Barlow
ziekte-van-mondor	ziekte van Mondor
ziekte-van-morvan	ziekte van Morvan
ziekte-van-moschcowitz	ziekte van Moschcowitz
ziekte-van-niemann-pick	ziekte van Niemann-Pick
ziekte-van-ollier	ziekte van Ollier
ziekte-van-oppenheim	ziekte van Oppenheim
ziekte-van-oppenheim-urbach	ziekte van Oppenheim-Urbach
ziekte-van-osgood-schlatter	ziekte van Osgood-Schlatter
ziekte-van-paget	ziekte van Paget
ziekte-van-parry	ziekte van Parry
ziekte-van-payr	ziekte van Payr
ziekte-van-pel-ebstein	ziekte van Pel-Ebstein
ziekte-van-pellegrini-stieda	ziekte van Pellegrini-Stieda
ziekte-van-peyronie	ziekte van Peyronie
ziekte-van-pfeiffer	ziekte van Pfeiffer
ziekte-van-piek	ziekte van Piek
ziekte-van-pierre-marie	ziekte van Pierre Marie
ziekte-van-pompe	ziekte van Pompe
ziekte-van-pringle	ziekte van Pringle
ziekte-van-raynaud	ziekte van Raynaud
ziekte-van-reclus	ziekte van Reclus
ziekte-van-refsum	ziekte van Refsum
ziekte-van-reiter	ziekte van Reiter
ziekte-van-rendu-osler	ziekte van Rendu-Osler
ziekte-van-rittershain	ziekte van Rittershain
ziekte-van-roger	ziekte van Roger
ziekte-van-ruiter	ziekte van Ruiter
ziekte-van-savill	ziekte van Savill
ziekte-van-schamberg	ziekte van Schamberg
ziekte-van-scheuermann	ziekte van Scheuermann
ziekte-van-schilder	ziekte van Schilder
ziekte-van-scholz	ziekte van Scholz
ziekte-van-still	ziekte van Still
ziekte-van-stiller	ziekte van Stiller
ziekte-van-swift-feer	ziekte van Swift-Feer
ziekte-van-tay-sachs	ziekte van Tay-Sachs
ziekte-van-thomsen	ziekte van Thomsen
ziekte-van-unna	ziekte van Unna
ziekte-van-van-creveld	ziekte van Van Creveld
ziekte-van-vaquez-osler	ziekte van Vaquez-Osler
ziekte-van-von-econonio	ziekte van von Econonio
ziekte-van-von-gierke	ziekte van von Gierke
ziekte-van-von-recklinghausen	ziekte van von Recklinghausen
ziekte-van-von-willebrandt-juergens	ziekte van von Willebrandt-Jürgens
ziekte-van-weil	ziekte van Weil
ziekte-van-werdnig-hoffmann	ziekte van Werdnig-Hoffmann
ziekte-van-werlhof	ziekte van Werlhof
ziekte-van-whipple	ziekte van Whipple
ziekte-van-wilson	ziekte van Wilson
ziekte-van-winiwarter-buerger	ziekte van Winiwarter-Buerger
zonula-zinnii	zonula Zinnii
zwelling-van-passavant	zwelling van Passavant
